locus_tag	ftype	length_bp	gene	EC_number	COG	product
PJNEKNFH_35123	CDS	249				hypothetical protein
PJNEKNFH_35124	CDS	300				hypothetical protein
PJNEKNFH_35125	CDS	234	scmP_3	3.5.1.-	COG1473	N-acetylcysteine deacetylase
PJNEKNFH_35126	CDS	192				hypothetical protein
PJNEKNFH_35127	CDS	186				hypothetical protein
PJNEKNFH_35128	CDS	120				hypothetical protein
PJNEKNFH_35129	CDS	225	ntaA_3	1.14.14.10		Nitrilotriacetate monooxygenase component A
PJNEKNFH_35130	CDS	186				hypothetical protein
PJNEKNFH_35131	CDS	90				hypothetical protein
PJNEKNFH_35132	CDS	489	leuB_6	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
PJNEKNFH_35133	CDS	405				hypothetical protein
PJNEKNFH_35134	CDS	468		1.18.1.2		Ferredoxin--NADP reductase
PJNEKNFH_35135	CDS	171				hypothetical protein
PJNEKNFH_35136	CDS	210				hypothetical protein
PJNEKNFH_35137	CDS	528				hypothetical protein
PJNEKNFH_35138	CDS	186				hypothetical protein
PJNEKNFH_35139	CDS	405				hypothetical protein
PJNEKNFH_35140	CDS	240				hypothetical protein
PJNEKNFH_35141	CDS	381	uvrY_2		COG2197	Response regulator UvrY
PJNEKNFH_35142	CDS	204				hypothetical protein
PJNEKNFH_35143	CDS	285				hypothetical protein
PJNEKNFH_35144	CDS	390				hypothetical protein
PJNEKNFH_35145	CDS	507	menB_14	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
PJNEKNFH_35146	CDS	483				hypothetical protein
PJNEKNFH_35147	CDS	333				hypothetical protein
PJNEKNFH_35148	CDS	339				hypothetical protein
PJNEKNFH_35149	CDS	480				hypothetical protein
PJNEKNFH_35150	CDS	333				hypothetical protein
PJNEKNFH_35151	CDS	315				hypothetical protein
PJNEKNFH_35152	CDS	561				hypothetical protein
PJNEKNFH_35153	CDS	432				hypothetical protein
PJNEKNFH_35154	CDS	228				hypothetical protein
PJNEKNFH_35155	CDS	417				hypothetical protein
PJNEKNFH_35156	CDS	183				hypothetical protein
PJNEKNFH_35157	CDS	510				hypothetical protein
PJNEKNFH_35158	CDS	486				hypothetical protein
PJNEKNFH_35159	CDS	408	lrp_15		COG1522	Leucine-responsive regulatory protein
PJNEKNFH_35160	CDS	267				hypothetical protein
PJNEKNFH_35161	CDS	237	moaC_4	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
PJNEKNFH_35162	CDS	138				hypothetical protein
PJNEKNFH_35163	CDS	201				hypothetical protein
PJNEKNFH_35164	CDS	489				hypothetical protein
PJNEKNFH_35165	CDS	432				hypothetical protein
PJNEKNFH_35166	CDS	390	lfrA		COG0477	Multidrug efflux pump LfrA
PJNEKNFH_35167	CDS	201				hypothetical protein
PJNEKNFH_35168	CDS	219				hypothetical protein
PJNEKNFH_35169	CDS	174				hypothetical protein
PJNEKNFH_35170	CDS	369				hypothetical protein
PJNEKNFH_35171	CDS	90				hypothetical protein
PJNEKNFH_35172	CDS	345				hypothetical protein
PJNEKNFH_35173	CDS	399				hypothetical protein
PJNEKNFH_35174	CDS	243				hypothetical protein
PJNEKNFH_35175	CDS	399				hypothetical protein
PJNEKNFH_35176	CDS	228				hypothetical protein
PJNEKNFH_35177	CDS	243				hypothetical protein
PJNEKNFH_35178	CDS	351	recR_6		COG0353	Recombination protein RecR
PJNEKNFH_35179	CDS	165				hypothetical protein
PJNEKNFH_35180	CDS	297				hypothetical protein
PJNEKNFH_35181	CDS	246	malY		COG1168	Protein MalY
PJNEKNFH_35182	CDS	213				hypothetical protein
PJNEKNFH_35183	CDS	315	hmrR_6			HTH-type transcriptional regulator HmrR
PJNEKNFH_35184	CDS	213				hypothetical protein
PJNEKNFH_35185	CDS	159				hypothetical protein
PJNEKNFH_35186	CDS	300				hypothetical protein
PJNEKNFH_35187	CDS	273				hypothetical protein
PJNEKNFH_35188	CDS	144				hypothetical protein
PJNEKNFH_35189	CDS	222				hypothetical protein
PJNEKNFH_35190	CDS	282	cvpA_2		COG1286	Colicin V production protein
PJNEKNFH_35191	CDS	333	kefB_5			Glutathione-regulated potassium-efflux system protein KefB
PJNEKNFH_35192	CDS	102	arfA		COG2885	Peptidoglycan-binding protein ArfA
PJNEKNFH_35193	CDS	420				hypothetical protein
PJNEKNFH_35194	CDS	222				hypothetical protein
PJNEKNFH_35195	CDS	144				hypothetical protein
PJNEKNFH_35196	CDS	315				hypothetical protein
PJNEKNFH_35197	CDS	114				hypothetical protein
PJNEKNFH_35198	CDS	114				hypothetical protein
PJNEKNFH_35199	CDS	90				hypothetical protein
PJNEKNFH_35200	CDS	345				hypothetical protein
PJNEKNFH_35201	CDS	252				hypothetical protein
PJNEKNFH_35202	CDS	246				hypothetical protein
PJNEKNFH_35203	CDS	456				hypothetical protein
PJNEKNFH_35204	CDS	501				hypothetical protein
PJNEKNFH_35205	CDS	390				hypothetical protein
PJNEKNFH_35206	CDS	429				hypothetical protein
PJNEKNFH_35207	CDS	333	cnbA_2	1.7.1.16		Chloronitrobenzene nitroreductase
PJNEKNFH_35208	CDS	378	dnaJ_20			Chaperone protein DnaJ
PJNEKNFH_35209	CDS	465	gltX_14	6.1.1.17	COG0008	Glutamate--tRNA ligase
PJNEKNFH_35210	CDS	276				hypothetical protein
PJNEKNFH_35211	CDS	282				hypothetical protein
PJNEKNFH_35212	CDS	162				hypothetical protein
PJNEKNFH_35213	CDS	186				hypothetical protein
PJNEKNFH_35214	CDS	300				hypothetical protein
PJNEKNFH_35215	CDS	273				hypothetical protein
PJNEKNFH_35216	CDS	336				hypothetical protein
PJNEKNFH_35217	CDS	234				hypothetical protein
PJNEKNFH_35218	CDS	171	tas_3		COG0667	Protein tas
PJNEKNFH_35219	CDS	297				hypothetical protein
PJNEKNFH_35220	CDS	387				hypothetical protein
PJNEKNFH_35221	CDS	264				hypothetical protein
PJNEKNFH_35222	CDS	156				hypothetical protein
PJNEKNFH_35223	CDS	177				hypothetical protein
PJNEKNFH_35224	CDS	129	cbaB	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
PJNEKNFH_35225	CDS	531	dasC_4		COG0395	Diacetylchitobiose uptake system permease protein DasC
PJNEKNFH_35226	CDS	366				hypothetical protein
PJNEKNFH_35227	CDS	204				hypothetical protein
PJNEKNFH_35228	CDS	315				hypothetical protein
PJNEKNFH_35229	CDS	252				hypothetical protein
PJNEKNFH_35230	CDS	186				hypothetical protein
PJNEKNFH_35231	CDS	192				hypothetical protein
PJNEKNFH_35232	CDS	168				hypothetical protein
PJNEKNFH_35233	CDS	168				hypothetical protein
PJNEKNFH_35234	CDS	207				hypothetical protein
PJNEKNFH_35235	CDS	138				hypothetical protein
PJNEKNFH_35236	CDS	174	polA_11	2.7.7.7	COG0258	DNA polymerase I
PJNEKNFH_35237	CDS	249				hypothetical protein
PJNEKNFH_35238	CDS	450	bshA_3	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
PJNEKNFH_35239	CDS	402	gltB_10	1.4.1.13		Glutamate synthase [NADPH] large chain
PJNEKNFH_35240	CDS	354	yabJ_4	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
PJNEKNFH_35241	CDS	141				hypothetical protein
PJNEKNFH_35242	CDS	162				hypothetical protein
PJNEKNFH_35243	CDS	483				hypothetical protein
PJNEKNFH_35244	CDS	177				hypothetical protein
PJNEKNFH_35245	CDS	366				hypothetical protein
PJNEKNFH_35246	CDS	324				hypothetical protein
PJNEKNFH_35247	CDS	438	dapD_7	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
PJNEKNFH_35248	CDS	528				hypothetical protein
PJNEKNFH_35249	CDS	459	fabZ_7	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
PJNEKNFH_35250	CDS	228				hypothetical protein
PJNEKNFH_35251	CDS	342				hypothetical protein
PJNEKNFH_35252	CDS	165				hypothetical protein
PJNEKNFH_35253	CDS	171				hypothetical protein
PJNEKNFH_35254	CDS	246				hypothetical protein
PJNEKNFH_35255	CDS	474				hypothetical protein
PJNEKNFH_35256	CDS	231				hypothetical protein
PJNEKNFH_35257	CDS	171	deoD_3	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
PJNEKNFH_35258	CDS	204				hypothetical protein
PJNEKNFH_35259	CDS	213				hypothetical protein
PJNEKNFH_35260	CDS	129				hypothetical protein
PJNEKNFH_35261	CDS	306	rpsN_6		COG0199	30S ribosomal protein S14
PJNEKNFH_35262	CDS	153	rplE_8		COG0094	50S ribosomal protein L5
PJNEKNFH_35263	CDS	261				hypothetical protein
PJNEKNFH_35264	CDS	189				hypothetical protein
PJNEKNFH_35265	CDS	318				hypothetical protein
PJNEKNFH_35266	CDS	198	rnpA_5	3.1.26.5		Ribonuclease P protein component
PJNEKNFH_35267	CDS	108				hypothetical protein
PJNEKNFH_35268	CDS	537		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
PJNEKNFH_35269	CDS	243				hypothetical protein
PJNEKNFH_35270	CDS	528	vbhT	2.7.7.-		Protein adenylyltransferase VbhT
PJNEKNFH_35271	CDS	483				hypothetical protein
PJNEKNFH_35272	CDS	177				hypothetical protein
PJNEKNFH_35273	CDS	435				hypothetical protein
PJNEKNFH_35274	CDS	243				hypothetical protein
PJNEKNFH_35275	CDS	306				hypothetical protein
PJNEKNFH_35276	CDS	231				hypothetical protein
PJNEKNFH_35277	CDS	105				hypothetical protein
PJNEKNFH_35278	CDS	159				hypothetical protein
PJNEKNFH_35279	CDS	426				hypothetical protein
PJNEKNFH_35280	CDS	159				hypothetical protein
PJNEKNFH_35281	CDS	495	putC	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 2
PJNEKNFH_35282	CDS	495				hypothetical protein
PJNEKNFH_35283	CDS	123				hypothetical protein
PJNEKNFH_35284	tRNA	76				tRNA-Val(tac)
PJNEKNFH_35285	CDS	576				hypothetical protein
PJNEKNFH_35286	CDS	333	ispH_7	1.17.7.4		4-hydroxy-3-methylbut-2-enyl diphosphate reductase
PJNEKNFH_35287	CDS	219	czcA_10			Cobalt-zinc-cadmium resistance protein CzcA
PJNEKNFH_35288	CDS	369				hypothetical protein
PJNEKNFH_35289	CDS	93				hypothetical protein
PJNEKNFH_35290	CDS	558	potE			Putrescine transporter PotE
PJNEKNFH_35291	CDS	102				hypothetical protein
PJNEKNFH_35292	CDS	468	yedY1_5		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
PJNEKNFH_35293	CDS	318				hypothetical protein
PJNEKNFH_35294	CDS	399				hypothetical protein
PJNEKNFH_35295	CDS	426	mepS	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
PJNEKNFH_35296	CDS	240	hemC_4	2.5.1.61	COG0181	Porphobilinogen deaminase
PJNEKNFH_35297	CDS	126				hypothetical protein
PJNEKNFH_35298	CDS	261				hypothetical protein
PJNEKNFH_35299	CDS	213			COG2321	putative protein
PJNEKNFH_35300	CDS	279				hypothetical protein
PJNEKNFH_35301	CDS	291				hypothetical protein
PJNEKNFH_35302	CDS	471	nagR_4		COG2188	HTH-type transcriptional repressor NagR
PJNEKNFH_35303	CDS	150				hypothetical protein
PJNEKNFH_35304	CDS	252				hypothetical protein
PJNEKNFH_35305	CDS	165				hypothetical protein
PJNEKNFH_35306	CDS	297	betA_10	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
PJNEKNFH_35307	CDS	387				hypothetical protein
PJNEKNFH_35308	CDS	120				hypothetical protein
PJNEKNFH_35309	CDS	432	fumC_10	4.2.1.2		Fumarate hydratase class II
PJNEKNFH_35310	CDS	186				hypothetical protein
PJNEKNFH_35311	CDS	384	gmhA_2	5.3.1.28	COG0279	Phosphoheptose isomerase
PJNEKNFH_35312	CDS	135	ppk2_5	2.7.4.1	COG2326	Polyphosphate:NDP phosphotransferase 2
PJNEKNFH_35313	CDS	264				hypothetical protein
PJNEKNFH_35314	CDS	99				hypothetical protein
PJNEKNFH_35315	CDS	240				hypothetical protein
PJNEKNFH_35316	CDS	360	rpsA_7		COG0539	30S ribosomal protein S1
PJNEKNFH_35317	CDS	198				hypothetical protein
PJNEKNFH_35318	CDS	369	xylG_3	1.2.1.85		2-hydroxymuconic semialdehyde dehydrogenase
PJNEKNFH_35319	CDS	375	phoU_6		COG0704	Phosphate-specific transport system accessory protein PhoU
PJNEKNFH_35320	CDS	255				hypothetical protein
PJNEKNFH_35321	CDS	282				hypothetical protein
PJNEKNFH_35322	CDS	393				hypothetical protein
PJNEKNFH_35323	CDS	270				hypothetical protein
PJNEKNFH_35324	CDS	225				hypothetical protein
PJNEKNFH_35325	CDS	396				hypothetical protein
PJNEKNFH_35326	CDS	138				hypothetical protein
PJNEKNFH_35327	CDS	189	folB_3	4.1.2.25	COG1539	Dihydroneopterin aldolase
PJNEKNFH_35328	CDS	483				hypothetical protein
PJNEKNFH_35329	CDS	414				hypothetical protein
PJNEKNFH_35330	CDS	180				hypothetical protein
PJNEKNFH_35331	tRNA	85				tRNA-Leu(taa)
PJNEKNFH_35332	CDS	198				hypothetical protein
PJNEKNFH_35333	CDS	243				hypothetical protein
PJNEKNFH_35334	CDS	423	menE_18	6.2.1.26		2-succinylbenzoate--CoA ligase
PJNEKNFH_35335	CDS	126				hypothetical protein
PJNEKNFH_35336	CDS	387				hypothetical protein
PJNEKNFH_35337	CDS	261				hypothetical protein
PJNEKNFH_35338	CDS	189				hypothetical protein
PJNEKNFH_35339	CDS	321				hypothetical protein
PJNEKNFH_35340	CDS	390				hypothetical protein
PJNEKNFH_35341	CDS	210	yqjG_3	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
PJNEKNFH_35342	CDS	357				hypothetical protein
PJNEKNFH_35343	CDS	309				hypothetical protein
PJNEKNFH_35344	CDS	126				hypothetical protein
PJNEKNFH_35345	CDS	234				hypothetical protein
PJNEKNFH_35346	CDS	210				hypothetical protein
PJNEKNFH_35347	CDS	183				hypothetical protein
PJNEKNFH_35348	CDS	231				hypothetical protein
PJNEKNFH_35349	CDS	528				hypothetical protein
PJNEKNFH_35350	CDS	519				hypothetical protein
PJNEKNFH_35351	CDS	381				hypothetical protein
PJNEKNFH_35352	CDS	342	yraA_2	3.2.-.-	COG0693	Putative cysteine protease YraA
PJNEKNFH_35353	CDS	153				hypothetical protein
PJNEKNFH_35354	CDS	213				hypothetical protein
PJNEKNFH_35355	CDS	120				hypothetical protein
PJNEKNFH_35356	CDS	138	mgtA_6	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
PJNEKNFH_35357	CDS	393				hypothetical protein
PJNEKNFH_35358	CDS	330				hypothetical protein
PJNEKNFH_35359	CDS	183				hypothetical protein
PJNEKNFH_35360	CDS	117				hypothetical protein
PJNEKNFH_35361	CDS	303				hypothetical protein
PJNEKNFH_35362	CDS	189				hypothetical protein
PJNEKNFH_35363	CDS	384				hypothetical protein
PJNEKNFH_35364	CDS	207				hypothetical protein
PJNEKNFH_35365	CDS	384	mutS_8		COG0249	DNA mismatch repair protein MutS
PJNEKNFH_35366	tRNA	73				tRNA-Arg(ccg)
PJNEKNFH_35367	CDS	324				hypothetical protein
PJNEKNFH_35368	CDS	183				hypothetical protein
PJNEKNFH_35369	CDS	228				hypothetical protein
PJNEKNFH_35370	CDS	345				hypothetical protein
PJNEKNFH_35371	CDS	543	ribX_5			Riboflavin transport system permease protein RibX
PJNEKNFH_35372	CDS	345				hypothetical protein
PJNEKNFH_35373	CDS	477				hypothetical protein
PJNEKNFH_35374	CDS	321				hypothetical protein
PJNEKNFH_35375	CDS	183				hypothetical protein
PJNEKNFH_35376	CDS	444				hypothetical protein
PJNEKNFH_35377	CDS	204				hypothetical protein
PJNEKNFH_35378	CDS	213				hypothetical protein
PJNEKNFH_35379	CDS	441				hypothetical protein
PJNEKNFH_35380	CDS	255	metK_5	2.5.1.6	COG0192	S-adenosylmethionine synthase
PJNEKNFH_35381	CDS	384	betB_10	1.2.1.8		NAD/NADP-dependent betaine aldehyde dehydrogenase
PJNEKNFH_35382	CDS	108				hypothetical protein
PJNEKNFH_35383	CDS	276				hypothetical protein
PJNEKNFH_35384	CDS	123				hypothetical protein
PJNEKNFH_35385	CDS	171				hypothetical protein
PJNEKNFH_35386	CDS	279	accD_3	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
PJNEKNFH_35387	CDS	162				hypothetical protein
PJNEKNFH_35388	CDS	165				hypothetical protein
PJNEKNFH_35389	CDS	261			COG3039	IS5 family transposase ISNisp7
PJNEKNFH_35390	CDS	315				hypothetical protein
PJNEKNFH_35391	CDS	105	tufA_7		COG0050	Elongation factor Tu
PJNEKNFH_35392	CDS	261				hypothetical protein
PJNEKNFH_35393	CDS	339				hypothetical protein
PJNEKNFH_35394	CDS	213				hypothetical protein
PJNEKNFH_35395	CDS	261				hypothetical protein
PJNEKNFH_35396	CDS	447	aspC_3	2.6.1.1	COG0436	Aspartate aminotransferase
PJNEKNFH_35397	CDS	183				hypothetical protein
PJNEKNFH_35398	CDS	411				hypothetical protein
PJNEKNFH_35399	CDS	228				hypothetical protein
PJNEKNFH_35400	CDS	93				hypothetical protein
PJNEKNFH_35401	CDS	258	fdx_2		COG1145	Ferredoxin
PJNEKNFH_35402	CDS	342				hypothetical protein
PJNEKNFH_35403	CDS	111				hypothetical protein
PJNEKNFH_35404	CDS	339		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 3
PJNEKNFH_35405	CDS	306	yjgH_2		COG0251	RutC family protein YjgH
PJNEKNFH_35406	CDS	147				hypothetical protein
PJNEKNFH_35407	CDS	300				hypothetical protein
PJNEKNFH_35408	CDS	213				hypothetical protein
PJNEKNFH_35409	CDS	255				hypothetical protein
PJNEKNFH_35410	CDS	444	clpP_11	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
PJNEKNFH_35411	CDS	387				hypothetical protein
PJNEKNFH_35412	CDS	408				hypothetical protein
PJNEKNFH_35413	CDS	330				hypothetical protein
PJNEKNFH_35414	CDS	513	truA_6	5.4.99.12	COG0101	tRNA pseudouridine synthase A
PJNEKNFH_35415	CDS	447				hypothetical protein
PJNEKNFH_35416	CDS	348				hypothetical protein
PJNEKNFH_35417	CDS	417				hypothetical protein
PJNEKNFH_35418	CDS	453				hypothetical protein
PJNEKNFH_35419	CDS	174				hypothetical protein
PJNEKNFH_35420	CDS	255				hypothetical protein
PJNEKNFH_35421	CDS	447	glpQ_4	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
PJNEKNFH_35422	CDS	105				hypothetical protein
PJNEKNFH_35423	CDS	387				hypothetical protein
PJNEKNFH_35424	CDS	315	aroQ_5	4.2.1.10	COG0757	3-dehydroquinate dehydratase
PJNEKNFH_35425	CDS	102				hypothetical protein
PJNEKNFH_35426	CDS	183				hypothetical protein
PJNEKNFH_35427	CDS	396				hypothetical protein
PJNEKNFH_35428	CDS	162				hypothetical protein
PJNEKNFH_35429	CDS	294	dtpA_3		COG3104	Dipeptide and tripeptide permease A
PJNEKNFH_35430	CDS	183				hypothetical protein
PJNEKNFH_35431	CDS	357				hypothetical protein
PJNEKNFH_35432	CDS	525				hypothetical protein
PJNEKNFH_35433	CDS	282				hypothetical protein
PJNEKNFH_35434	CDS	222				hypothetical protein
PJNEKNFH_35435	CDS	267				hypothetical protein
PJNEKNFH_35436	CDS	303	bioF_5	2.3.1.47		8-amino-7-oxononanoate synthase
PJNEKNFH_35437	CDS	351				hypothetical protein
PJNEKNFH_35438	CDS	297				hypothetical protein
PJNEKNFH_35439	CDS	174				hypothetical protein
PJNEKNFH_35440	CDS	147				hypothetical protein
PJNEKNFH_35441	CDS	336				hypothetical protein
PJNEKNFH_35442	CDS	123				hypothetical protein
PJNEKNFH_35443	CDS	414	rbsK/rbiA_2			Bifunctional ribokinase/ribose-5-phosphate isomerase A
PJNEKNFH_35444	CDS	453				hypothetical protein
PJNEKNFH_35445	CDS	171				hypothetical protein
PJNEKNFH_35446	CDS	114				hypothetical protein
PJNEKNFH_35447	CDS	342				hypothetical protein
PJNEKNFH_35448	tRNA	93				tRNA-Ala(tgc)
PJNEKNFH_35449	CDS	312				hypothetical protein
PJNEKNFH_35450	CDS	150				hypothetical protein
PJNEKNFH_35451	CDS	147				hypothetical protein
PJNEKNFH_35452	CDS	150				hypothetical protein
PJNEKNFH_35453	CDS	411				hypothetical protein
PJNEKNFH_35454	CDS	159				hypothetical protein
PJNEKNFH_35455	CDS	255				hypothetical protein
PJNEKNFH_35456	CDS	156				hypothetical protein
PJNEKNFH_35457	CDS	414			COG0217	putative transcriptional regulatory protein
PJNEKNFH_35458	CDS	204				hypothetical protein
PJNEKNFH_35459	CDS	189				hypothetical protein
PJNEKNFH_35460	CDS	189				hypothetical protein
PJNEKNFH_35461	CDS	435	emrA_4			Colistin resistance protein EmrA
PJNEKNFH_35462	CDS	165				hypothetical protein
PJNEKNFH_35463	CDS	219				hypothetical protein
PJNEKNFH_35464	CDS	171				hypothetical protein
PJNEKNFH_35465	CDS	201				Hydrazine synthase subunit beta
PJNEKNFH_35466	CDS	144				hypothetical protein
PJNEKNFH_35467	CDS	279	sctC_5			Type 3 secretion system secretin
PJNEKNFH_35468	CDS	318	ndhH_4	7.1.1.-	COG0649	NAD(P)H-quinone oxidoreductase subunit H
PJNEKNFH_35469	CDS	366				hypothetical protein
PJNEKNFH_35470	CDS	273				hypothetical protein
PJNEKNFH_35471	CDS	285				hypothetical protein
PJNEKNFH_35472	CDS	201				hypothetical protein
PJNEKNFH_35473	CDS	129				hypothetical protein
PJNEKNFH_35474	CDS	168				hypothetical protein
PJNEKNFH_35475	CDS	285				hypothetical protein
PJNEKNFH_35476	CDS	183				hypothetical protein
PJNEKNFH_35477	CDS	105				hypothetical protein
PJNEKNFH_35478	CDS	372	fabG_39	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PJNEKNFH_35479	CDS	135				hypothetical protein
PJNEKNFH_35480	CDS	411				hypothetical protein
PJNEKNFH_35481	CDS	351				hypothetical protein
PJNEKNFH_35482	CDS	261				hypothetical protein
PJNEKNFH_35483	CDS	426				hypothetical protein
PJNEKNFH_35484	CDS	363	colC	1.1.1.356		GDP-L-colitose synthase
PJNEKNFH_35485	CDS	459				hypothetical protein
PJNEKNFH_35486	CDS	309				hypothetical protein
PJNEKNFH_35487	CDS	255	rpsU_4		COG0828	30S ribosomal protein S21
PJNEKNFH_35488	CDS	375				hypothetical protein
PJNEKNFH_35489	CDS	219				hypothetical protein
PJNEKNFH_35490	CDS	264				hypothetical protein
PJNEKNFH_35491	CDS	126				hypothetical protein
PJNEKNFH_35492	CDS	429				hypothetical protein
PJNEKNFH_35493	CDS	288				hypothetical protein
PJNEKNFH_35494	CDS	234				hypothetical protein
PJNEKNFH_35495	CDS	243				hypothetical protein
PJNEKNFH_35496	CDS	204				hypothetical protein
PJNEKNFH_35497	CDS	297				hypothetical protein
PJNEKNFH_35498	CDS	528				hypothetical protein
PJNEKNFH_35499	CDS	447				hypothetical protein
PJNEKNFH_35500	CDS	420				hypothetical protein
PJNEKNFH_35501	CDS	216	bpt_8	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
PJNEKNFH_35502	CDS	435	tig_11	5.2.1.8	COG0544	Trigger factor
PJNEKNFH_35503	CDS	375		1.-.-.-	COG1052	Putative 2-hydroxyacid dehydrogenase
PJNEKNFH_35504	CDS	234				hypothetical protein
PJNEKNFH_35505	CDS	246		1.3.8.11	COG1960	Cyclohexane-1-carbonyl-CoA dehydrogenase
PJNEKNFH_35506	CDS	375	tolQ_9			Tol-Pal system protein TolQ
PJNEKNFH_35507	CDS	174				hypothetical protein
PJNEKNFH_35508	CDS	477	lafS		COG1191	RNA polymerase sigma factor for flagellar operon
PJNEKNFH_35509	CDS	273				hypothetical protein
PJNEKNFH_35510	CDS	114				hypothetical protein
PJNEKNFH_35511	CDS	195	cysM_3	2.5.1.47	COG0031	Cysteine synthase B
PJNEKNFH_35512	CDS	195				hypothetical protein
PJNEKNFH_35513	CDS	492				hypothetical protein
PJNEKNFH_35514	CDS	348	pilY1_1			Type IV pilus biogenesis factor PilY1
PJNEKNFH_35515	CDS	411				hypothetical protein
PJNEKNFH_35516	CDS	378				hypothetical protein
PJNEKNFH_35517	CDS	189				hypothetical protein
PJNEKNFH_35518	CDS	291				hypothetical protein
PJNEKNFH_35519	CDS	171				hypothetical protein
PJNEKNFH_35520	CDS	177				hypothetical protein
PJNEKNFH_35521	CDS	219				hypothetical protein
PJNEKNFH_35522	CDS	291	aceE_2	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
PJNEKNFH_35523	CDS	447	ung_2	3.2.2.27	COG0692	Uracil-DNA glycosylase
PJNEKNFH_35524	CDS	204				hypothetical protein
PJNEKNFH_35525	CDS	480				hypothetical protein
PJNEKNFH_35526	CDS	174	glgP_2	2.4.1.1	COG0058	Glycogen phosphorylase
PJNEKNFH_35527	CDS	564				hypothetical protein
PJNEKNFH_35528	CDS	174				hypothetical protein
PJNEKNFH_35529	CDS	330				hypothetical protein
PJNEKNFH_35530	CDS	240				hypothetical protein
PJNEKNFH_35531	CDS	318	lptB_8	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
PJNEKNFH_35532	CDS	327	rfaH_1			Transcription antitermination protein RfaH
PJNEKNFH_35533	CDS	189				hypothetical protein
PJNEKNFH_35534	CDS	129				hypothetical protein
PJNEKNFH_35535	CDS	423				hypothetical protein
PJNEKNFH_35536	CDS	117				hypothetical protein
PJNEKNFH_35537	CDS	306				hypothetical protein
PJNEKNFH_35538	CDS	330				hypothetical protein
PJNEKNFH_35539	CDS	165				hypothetical protein
PJNEKNFH_35540	CDS	447	GFM1_6			Elongation factor G, mitochondrial
PJNEKNFH_35541	CDS	414	uvrB_6			UvrABC system protein B
PJNEKNFH_35542	CDS	231				hypothetical protein
PJNEKNFH_35543	CDS	198	thiS_2			Sulfur carrier protein ThiS
PJNEKNFH_35544	CDS	303				hypothetical protein
PJNEKNFH_35545	CDS	528	rnr_7	3.1.13.1	COG0557	Ribonuclease R
PJNEKNFH_35546	CDS	462				hypothetical protein
PJNEKNFH_35547	CDS	201				hypothetical protein
PJNEKNFH_35548	CDS	144				hypothetical protein
PJNEKNFH_35549	CDS	141				hypothetical protein
PJNEKNFH_35550	CDS	216				hypothetical protein
PJNEKNFH_35551	CDS	108				hypothetical protein
PJNEKNFH_35552	CDS	414	cusA_10		COG3696	Cation efflux system protein CusA
PJNEKNFH_35553	CDS	450	tolC_2		COG1538	Outer membrane protein TolC
PJNEKNFH_35554	CDS	144				hypothetical protein
PJNEKNFH_35555	CDS	123				hypothetical protein
PJNEKNFH_35556	CDS	165				hypothetical protein
PJNEKNFH_35557	CDS	465				hypothetical protein
PJNEKNFH_35558	CDS	315				hypothetical protein
PJNEKNFH_35559	CDS	159				hypothetical protein
PJNEKNFH_35560	CDS	381				hypothetical protein
PJNEKNFH_35561	CDS	165				hypothetical protein
PJNEKNFH_35562	CDS	129				hypothetical protein
PJNEKNFH_35563	CDS	231				hypothetical protein
PJNEKNFH_35564	CDS	291				hypothetical protein
PJNEKNFH_35565	CDS	171				hypothetical protein
PJNEKNFH_35566	CDS	339				hypothetical protein
PJNEKNFH_35567	CDS	144				hypothetical protein
PJNEKNFH_35568	CDS	168				hypothetical protein
PJNEKNFH_35569	CDS	312				hypothetical protein
PJNEKNFH_35570	CDS	471				hypothetical protein
PJNEKNFH_35571	CDS	315				hypothetical protein
PJNEKNFH_35572	CDS	378	groL5_4			60 kDa chaperonin 5
