# locus_id	locus_tag	location	classification	internal_stop	indel	ref_id	description	query_cov	ref_cov	identity
MGA_33761	LOCUS_171380	sequence13564:<1..572(+)	partial			WP_010917915.1	MFS transporter	98.9	34.0	59.4
MGA_33772	LOCUS_171400	sequence13570:<1..789(+)	partial			WP_024265893.1	CoA ester lyase	99.2	73.9	77.7
MGA_33786	LOCUS_171420	sequence13578:108..>792(-)	partial			WP_063173824.1	SMP-30/gluconolactonase/LRE family protein	97.8	74.0	40.8
MGA_33799	LOCUS_171440	sequence13585:459..704(+)	partial			WP_016945236.1	CinA family protein	66.7	32.9	75.9
MGA_33804	LOCUS_171460	sequence13588:1..618(+)	partial			WP_076054632.1	M35 family metallo-endopeptidase	84.4	48.2	65.3
MGA_33808	LOCUS_171470	sequence13591:505..732(+)	partial			WP_011084029.1	ABC transporter permease	97.3	22.6	65.8
MGA_33810	LOCUS_171480	sequence13592:433..729(-)	internal_stop_codon	382..384(-),433..435(-)		WP_088057164.1	recombinase family protein	100.0	53.6	60.2
MGA_33821	LOCUS_171500	sequence13600:134..>791(-)	partial			WP_011038196.1	glycoside hydrolase family 15 protein	93.6	34.5	53.9
MGA_33831	LOCUS_171530	sequence13607:<1..535(+)	partial			WP_015923267.1	heme o synthase	100.0	53.4	63.2
MGA_33838	LOCUS_171560	sequence13609:246..>791(-)	partial			WP_015063831.1	TM0106 family RecB-like putative nuclease	87.8	14.2	56.8
MGA_33849	LOCUS_171570	sequence13617:82..789(-)	partial			WP_011969651.1	amylo-alpha-1,6-glucosidase	99.1	31.7	58.8
MGA_33852	LOCUS_171590	sequence13618:333..617(+)	partial			WP_013532458.1	ATP-dependent helicase	90.4	12.1	68.2
MGA_33858	LOCUS_171600	sequence13621:110..>791(-)	partial			WP_015923348.1	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	96.0	54.5	60.8
MGA_33872	LOCUS_171640	sequence13629:50..>790(-)	partial			WP_011962415.1	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	100.0	70.5	67.5
MGA_33877	LOCUS_171650	sequence13633:3..551(+)	partial			WP_164928727.1	HlyD family efflux transporter periplasmic adaptor subunit	99.5	43.5	66.5
MGA_33884	LOCUS_171660	sequence13639:108..608(-)	internal_stop_codon	108..110(-)		WP_010921173.1	UDP-2,3-diacylglucosamine diphosphatase	81.3	48.0	71.9
MGA_33889	LOCUS_171670	sequence13643:<1..622(+)	partial			WP_002116875.1	Tex family protein	100.0	26.0	79.6
MGA_33890	LOCUS_171680	sequence13644:5..394(-)	partial			WP_011089756.1	efflux RND transporter permease subunit	96.1	12.4	67.7
MGA_33915	LOCUS_171710	sequence13661:141..617(+)	frameshift,internal_stop_codon	615..617(+)	704	WP_011085733.1	SDR family oxidoreductase	100.0	54.5	55.7
MGA_34007	LOCUS_171840	sequence13718:3..623(+)	internal_stop_codon	621..623(+)		WP_162275468.1	acyltransferase family protein	100.0	50.5	43.3
MGA_34011	LOCUS_171850	sequence13721:2..376(+)	partial			WP_003085387.1	helix-turn-helix domain-containing protein	85.5	47.5	41.5
MGA_34018	LOCUS_171890	sequence13725:154..>788(-)	partial			WP_010918186.1	phosphoribosylamine--glycine ligase	99.5	48.9	65.1
MGA_34022	LOCUS_171900	sequence13729:<1..631(+)	partial			WP_011962441.1	carboxypeptidase-like regulatory domain-containing protein	99.5	22.3	60.1
MGA_34027	LOCUS_171930	sequence13732:3..404(+)	partial			WP_003101343.1	LysR family transcriptional regulator	72.2	31.3	52.1
MGA_34035	LOCUS_171950	sequence13736:<1..748(+)	partial			WP_014538150.1	hydantoinase B/oxoprolinase family protein	98.8	19.3	44.5
MGA_34036	LOCUS_171960	sequence13737:50..691(-)	internal_stop_codon	35..37(-),50..52(-)		WP_011035290.1	glutamate synthase large subunit	100.0	14.3	77.9
MGA_34038	LOCUS_171970	sequence13739:68..>788(-)	partial			WP_010921145.1	M3 family oligoendopeptidase	97.9	39.3	69.7
MGA_34039	LOCUS_171980	sequence13740:159..446(-)	partial			WP_013845096.1	TetR/AcrR family transcriptional regulator	97.9	45.6	69.9
MGA_34056	LOCUS_172000	sequence13750:2..781(+)	partial			WP_011039197.1	glycerol-3-phosphate 1-O-acyltransferase PlsB	98.8	28.8	73.0
MGA_34062	LOCUS_172010	sequence13754:142..>787(-)	partial			WP_003228307.1	lactate utilization iron-sulfur protein LutB	93.9	47.2	42.2
MGA_34087	LOCUS_172050	sequence13770:149..>786(-)	partial			WP_011108580.1	glycoside hydrolase family 3 C-terminal domain-containing protein	100.0	24.4	57.3
MGA_34090	LOCUS_172060	sequence13772:318..761(+)	partial			WP_011392279.1	acylneuraminate cytidylyltransferase family protein	91.8	57.1	43.0
MGA_34095	LOCUS_172080	sequence13774:30..701(-)	partial			WP_010931817.1	peptide chain release factor 1	99.6	62.5	58.7
MGA_34101	LOCUS_172090	sequence13778:193..729(-)	internal_stop_codon	769..771(-)		WP_011962449.1	aspartate--tRNA ligase	99.4	30.4	91.5
MGA_34133	LOCUS_172150	sequence13800:195..>786(-)	internal_stop_codon	195..197(-)		WP_008766152.1	alpha-ketoacid dehydrogenase subunit alpha/beta	94.4	25.2	34.2
MGA_34137	LOCUS_172160	sequence13803:<1..614(+)	partial			WP_010920779.1	CpaF family protein	98.5	39.9	83.5
MGA_34144	LOCUS_172170	sequence13808:65..688(+)	internal_stop_codon	686..688(+)		WP_013527888.1	bifunctional diguanylate cyclase/phosphodiesterase	93.7	37.7	67.5
MGA_34146	LOCUS_172180	sequence13809:3..371(+)	partial			WP_013529800.1	flagellar protein export ATPase FliI	92.6	24.2	75.2
MGA_34164	LOCUS_172200	sequence13820:192..>785(-)	partial			WP_011089399.1	phosphomethylpyrimidine synthase ThiC	99.0	31.2	77.7
MGA_34174	LOCUS_172220	sequence13826:<1..781(+)	partial			WP_010895678.1	glycine oxidase ThiO	74.5	50.0	30.7
MGA_34192	LOCUS_172250	sequence13837:53..490(-)	internal_stop_codon	506..508(-),53..55(-)		WP_011202809.1	isoleucine--tRNA ligase	100.0	12.7	74.5
MGA_34201	LOCUS_172300	sequence13840:246..>785(-)	partial			WP_003813864.1	ABC transporter ATP-binding protein	95.0	68.0	66.5
MGA_34204	LOCUS_172310	sequence13843:100..690(-)	internal_stop_codon	697..699(-)		WP_010970214.1	ABC transporter permease	58.7	40.6	89.6
MGA_34234	LOCUS_172370	sequence13861:244..>784(-)	internal_stop_codon	244..246(-)		WP_014208439.1	copper resistance system multicopper oxidase	100.0	27.8	83.8
MGA_34236	LOCUS_172380	sequence13862:220..>784(-)	partial			WP_008768487.1	glycosyltransferase family 2 protein	89.8	42.5	43.4
MGA_34249	LOCUS_172410	sequence13870:42..>784(-)	partial			WP_010929105.1	MFS transporter	92.7	48.5	35.4
MGA_34255	LOCUS_172430	sequence13873:90..>784(-)	internal_stop_codon	90..92(-)		WP_012640131.1	DUF885 family protein	97.0	37.4	56.1
MGA_34258	LOCUS_172450	sequence13876:306..650(-)	partial			WP_013533269.1	TrbC/VirB2 family protein	50.9	56.9	70.7
MGA_34263	LOCUS_172460	sequence13878:209..>784(-)	partial			WP_013532117.1	P1 family peptidase	46.1	25.8	63.6
MGA_34267	LOCUS_172470	sequence13882:6..644(-)	partial			WP_038965199.1	dioxygenase	95.8	68.7	54.1
MGA_34269	LOCUS_172480	sequence13883:2..262(+)	partial			WP_003083333.1	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	91.9	46.2	57.0
MGA_34274	LOCUS_172500	sequence13885:<1..522(+)	partial			WP_010921324.1	class I SAM-dependent methyltransferase	98.3	60.9	36.5
MGA_34276	LOCUS_172510	sequence13886:174..755(+)	partial			WP_004399008.1	YpdA family putative bacillithiol disulfide reductase	96.4	57.7	50.8
MGA_34281	LOCUS_172530	sequence13890:126..>783(-)	partial			WP_010920339.1	aminopeptidase N	99.1	25.1	62.2
MGA_34310	LOCUS_172570	sequence13907:100..>783(-)	partial			WP_011085855.1	ATP-binding protein	85.9	30.8	50.3
MGA_34312	LOCUS_172580	sequence13908:159..548(-)	partial			WP_010974881.1	DUF3085 domain-containing protein	71.3	69.2	58.7
MGA_34314	LOCUS_172590	sequence13909:<1..512(+)	partial			WP_037397527.1	MgtC/SapB family protein	85.2	34.4	39.6
MGA_34317	LOCUS_172600	sequence13910:199..708(-)	internal_stop_codon	199..201(-)		WP_011964081.1	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	96.4	33.5	58.3
MGA_34347	LOCUS_172650	sequence13930:<1..557(+)	partial			WP_094146567.1	histidine kinase	81.5	14.6	31.1
MGA_34355	LOCUS_172670	sequence13934:233..727(-)	partial			WP_188723009.1	IS66 family transposase	98.8	29.3	64.2
MGA_34359	LOCUS_172680	sequence13936:169..>782(-)	partial			WP_011083618.1	HAD family hydrolase	82.8	72.6	42.3
MGA_34373	LOCUS_172710	sequence13945:134..574(-)	frameshift		259	WP_013224733.1	serine hydrolase domain-containing protein	66.4	25.1	48.5
MGA_34375	LOCUS_172720	sequence13946:<1..726(+)	partial			WP_064242877.1	acetate--CoA ligase family protein	97.5	34.2	66.4
MGA_34392	LOCUS_172740	sequence13956:140..601(+)	partial			WP_011038368.1	DUF192 domain-containing protein	71.9	73.8	73.6
MGA_34396	LOCUS_172760	sequence13958:<1..542(+)	partial			WP_016326297.1	response regulator transcription factor	95.5	74.4	53.7
MGA_34415	LOCUS_172780	sequence13971:<1..636(+)	partial			WP_013533153.1	acetyl-CoA carboxylase biotin carboxylase subunit	94.8	44.1	68.5
MGA_34430	LOCUS_172800	sequence13980:<1..750(+)	partial			WP_162991974.1	4-oxalomesaconate tautomerase	98.0	63.9	40.3
MGA_34433	LOCUS_172820	sequence13982:110..781(-)	partial			WP_010971802.1	molybdopterin molybdotransferase MoeA	96.0	53.6	38.1
MGA_34443	LOCUS_172860	sequence13989:<1..569(+)	partial			WP_004195237.1	tetratricopeptide repeat protein	72.9	22.6	52.6
MGA_34448	LOCUS_172880	sequence13992:<1..522(+)	partial			WP_010920372.1	S-formylglutathione hydrolase	100.0	62.5	66.5
MGA_34467	LOCUS_172910	sequence14007:188..772(-)	partial			WP_013532168.1	DUF3971 domain-containing protein	38.7	6.7	64.0
MGA_34471	LOCUS_172920	sequence14010:3..578(+)	partial			WP_001124128.1	YafY family protein	85.3	52.8	27.8
MGA_34487	LOCUS_172950	sequence14021:188..>780(-)	partial			WP_013530348.1	FCD domain-containing protein	46.4	35.6	38.9
MGA_34511	LOCUS_172980	sequence14037:151..>779(-)	partial			WP_094146567.1	histidine kinase	70.7	15.0	32.4
MGA_34512	LOCUS_172990	sequence14038:<1..585(+)	partial			WP_028172209.1	tripartite tricarboxylate transporter permease	100.0	38.9	78.9
MGA_34531	LOCUS_173030	sequence14048:249..572(-)	partial			WP_172649301.1	IS3 family transposase	69.2	16.7	64.0
MGA_34539	LOCUS_173050	sequence14054:17..>778(-)	partial			WP_013530374.1	site-specific integrase	95.3	57.8	78.0
MGA_34575	LOCUS_173100	sequence14076:114..596(+)	partial			WP_037396518.1	multidrug effflux MFS transporter	89.4	34.7	51.0
MGA_34585	LOCUS_173110	sequence14083:3..359(+)	partial			WP_011963593.1	tetrahydrofolate dehydrogenase/cyclohydrolase catalytic domain-containing protein	93.2	37.4	65.5
MGA_34602	LOCUS_173150	sequence14092:49..>777(-)	partial			WP_011028132.1	cell division protein FtsI	88.0	32.9	47.9
MGA_34606	LOCUS_173160	sequence14095:<1..561(+)	partial			WP_010918135.1	SDR family oxidoreductase	99.5	69.7	54.6
MGA_34616	LOCUS_173180	sequence14100:572..709(-)	internal_stop_codon	737..739(-),572..574(-)		WP_200876235.1	extracellular solute-binding protein	95.6	10.5	55.8
MGA_34636	LOCUS_173220	sequence14112:185..490(+)	partial			WP_010973225.1	MerR family transcriptional regulator	92.1	25.8	34.4
MGA_34660	LOCUS_173270	sequence14125:173..739(-)	partial			WP_010971136.1	cytochrome c oxidase subunit I	100.0	33.0	87.2
MGA_34672	LOCUS_173290	sequence14131:228..776(-)	partial			WP_011086045.1	DUF1636 domain-containing protein	42.3	61.3	46.8
MGA_34687	LOCUS_173320	sequence14139:304..441(-)	partial			WP_002809462.1	50S ribosomal protein L33	84.4	69.1	78.9
MGA_34696	LOCUS_173340	sequence14145:<1..589(+)	partial			WP_028173283.1	flagellar basal body P-ring protein FlgI	100.0	52.1	88.2
MGA_34699	LOCUS_173350	sequence14146:215..>776(-)	partial			WP_013528293.1	3-keto-5-aminohexanoate cleavage protein	99.5	60.7	87.0
MGA_34704	LOCUS_173360	sequence14149:185..>776(-)	partial			WP_013529779.1	flagellar hook protein FlgE	100.0	46.8	57.6
MGA_34721	LOCUS_173380	sequence14162:14..>775(-)	partial			WP_003815636.1	thiolase family protein	98.4	60.0	63.6
MGA_34726	LOCUS_173390	sequence14165:<1..709(+)	partial			WP_011083841.1	acyl-CoA dehydrogenase family protein	99.6	58.2	66.4
MGA_34730	LOCUS_173400	sequence14167:41..619(-)	partial			WP_011087606.1	glutamate--tRNA ligase	96.4	38.9	67.0
MGA_34733	LOCUS_173410	sequence14168:257..>775(-)	partial			WP_010918180.1	phosphate ABC transporter permease PstA	100.0	39.9	91.9
MGA_34735	LOCUS_173420	sequence14170:<1..587(+)	partial			WP_001138082.1	Tn3 family transposase	99.5	20.1	65.3
MGA_34746	LOCUS_173430	sequence14176:16..>775(-)	partial			WP_013531438.1	DNA-directed RNA polymerase subunit alpha	98.8	71.1	75.5
MGA_34748	LOCUS_173440	sequence14178:35..583(-)	partial			WP_014207498.1	SDR family NAD(P)-dependent oxidoreductase	98.9	67.2	75.0
MGA_34750	LOCUS_173450	sequence14179:23..775(-)	partial			WP_038965110.1	heparinase II/III family protein	90.4	41.3	42.8
MGA_34768	LOCUS_173470	sequence14190:244..>775(-)	internal_stop_codon	244..246(-)		WP_011405241.1	GMC family oxidoreductase	98.9	29.5	56.3
MGA_34777	LOCUS_173490	sequence14195:184..570(+)	internal_stop_codon	568..570(+),709..711(+)		WP_011963550.1	triose-phosphate isomerase	100.0	51.2	58.6
MGA_34784	LOCUS_173500	sequence14200:<1..731(+)	partial			WP_011964102.1	DNA replication and repair protein RecF	100.0	67.4	43.8
MGA_34792	LOCUS_173530	sequence14205:<1..650(+)	partial			WP_013226019.1	CehA/McbA family metallohydrolase	67.0	27.5	38.7
MGA_34815	LOCUS_173580	sequence14219:<1..515(+)	partial			WP_011964332.1	translation elongation factor 4	100.0	28.4	90.6
MGA_34817	LOCUS_173590	sequence14220:290..652(-)	partial			WP_013529713.1	N-formylglutamate amidohydrolase	85.0	32.6	55.9
MGA_34824	LOCUS_173610	sequence14224:34..>774(-)	partial			WP_010929897.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	88.2	31.0	34.7
MGA_34830	LOCUS_173630	sequence14229:118..681(+)	partial			WP_010958251.1	LysR substrate-binding domain-containing protein	80.7	48.6	40.4
MGA_34836	LOCUS_173650	sequence14232:488..745(-)	internal_stop_codon	488..490(-)		WP_011082882.1	ParA family partition ATPase	54.1	21.7	56.5
MGA_34842	LOCUS_173660	sequence14236:378..665(-)	internal_stop_codon	681..683(-)		WP_024265532.1	dihydrolipoyl dehydrogenase	95.8	19.5	58.2
MGA_34861	LOCUS_173680	sequence14249:45..>773(-)	partial			WP_164924817.1	bi-domain-containing oxidoreductase	57.0	19.1	39.1
MGA_34880	LOCUS_173710	sequence14261:<1..609(+)	partial			WP_024265733.1	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	90.1	65.9	75.8
MGA_34895	LOCUS_173740	sequence14271:45..>773(-)	partial			WP_003644571.1	glycosyltransferase	20.2	14.9	57.1
MGA_34902	LOCUS_173780	sequence14276:68..760(+)	partial			WP_011090593.1	SMP-30/gluconolactonase/LRE family protein	98.7	32.1	60.8
MGA_34908	LOCUS_173790	sequence14280:192..650(+)	partial			WP_019247344.1	UDP-2,3-diacylglucosamine diphosphatase	55.3	34.5	41.6
MGA_34930	LOCUS_173830	sequence14293:<1..641(+)	internal_stop_codon	639..641(+)		WP_005477696.1	propionyl-CoA synthetase	100.0	33.9	63.7
MGA_34933	LOCUS_173840	sequence14295:<1..685(+)	partial			WP_005775782.1	30S ribosomal protein S1	95.2	36.3	48.8
MGA_34934	LOCUS_173850	sequence14296:246..>772(-)	partial			WP_014328246.1	efflux RND transporter permease subunit	77.0	12.8	52.2
MGA_34941	LOCUS_173870	sequence14302:215..>772(-)	partial			WP_033446742.1	SDR family NAD(P)-dependent oxidoreductase	96.2	66.7	52.2
MGA_34942	LOCUS_173880	sequence14303:<1..664(+)	partial			WP_128955176.1	IS21 family transposase	97.3	42.9	51.9
MGA_34959	LOCUS_173910	sequence14314:101..745(+)	partial			WP_010969598.1	adenylate cyclase CyaD2	95.8	27.6	45.9
MGA_34967	LOCUS_173930	sequence14321:29..271(-)	frameshift		327	WP_011962255.1	Rieske (2Fe-2S) protein	97.5	53.4	43.6
MGA_34971	LOCUS_173940	sequence14323:7..672(+)	internal_stop_codon	670..672(+),715..717(+)		WP_011087682.1	NADH-quinone oxidoreductase subunit D	98.6	54.8	82.1
MGA_34975	LOCUS_173950	sequence14326:82..414(-)	internal_stop_codon	556..558(-)		WP_011035427.1	indolepyruvate ferredoxin oxidoreductase family protein	100.0	9.1	67.0
MGA_34977	LOCUS_173960	sequence14327:275..691(+)	partial			WP_011031052.1	BREX system serine/threonine kinase PglW	47.8	4.3	36.2
MGA_34979	LOCUS_173970	sequence14328:269..607(-)	internal_stop_codon	725..727(-)		WP_013385781.1	M20 family metallopeptidase	99.1	29.6	55.9
MGA_34997	LOCUS_174010	sequence14340:<1..521(+)	partial			WP_014206817.1	DHA2 family efflux MFS transporter permease subunit	100.0	34.0	87.2
MGA_34999	LOCUS_174020	sequence14341:<1..729(+)	partial			WP_013533263.1	P-type conjugative transfer protein TrbG	97.9	68.4	45.0
MGA_35000	LOCUS_174030	sequence14342:<1..696(+)	partial			WP_011038598.1	prolyl oligopeptidase family serine peptidase	99.6	33.0	78.7
MGA_35013	LOCUS_174050	sequence14352:162..416(+)	internal_stop_codon	414..416(+)		WP_010921341.1	ATP phosphoribosyltransferase regulatory subunit	98.8	21.8	58.3
MGA_35023	LOCUS_174060	sequence14359:17..190(-)	partial			WP_003532985.1	dihydroneopterin aldolase	94.7	43.9	59.3
MGA_35024	LOCUS_174070	sequence14359:214..>770(-)	partial			WP_013531874.1	dihydropteroate synthase	97.8	63.3	72.2
MGA_35029	LOCUS_174090	sequence14363:<1..542(+)	partial			WP_011964155.1	UDP-N-acetylmuramate--L-alanine ligase	97.8	39.1	70.9
MGA_35037	LOCUS_174110	sequence14368:17..>770(-)	partial			WP_089068031.1	IS3 family transposase	88.4	55.1	46.7
MGA_35043	LOCUS_174120	sequence14371:241..>770(-)	partial			WP_010971075.1	TldD/PmbA family protein	99.4	38.8	88.5
MGA_35065	LOCUS_174170	sequence14384:<1..606(+)	partial			WP_077152653.1	transposase	93.5	44.7	36.0
MGA_35071	LOCUS_174180	sequence14389:172..>769(-)	partial			WP_011037257.1	GIY-YIG nuclease family protein	98.5	48.6	57.9
MGA_35077	LOCUS_174210	sequence14393:<1..690(+)	partial			WP_024265799.1	hydantoinase B/oxoprolinase family protein	90.0	17.3	53.9
MGA_35105	LOCUS_174250	sequence14412:182..514(+)	internal_stop_codon	563..565(+),512..514(+)		WP_011962843.1	transketolase C-terminal domain-containing protein	100.0	34.7	98.2
MGA_35108	LOCUS_174260	sequence14413:240..>768(-)	partial			WP_012640643.1	M61 family metallopeptidase	98.9	26.6	56.3
MGA_35109	LOCUS_174270	sequence14414:97..>768(-)	partial			WP_003100622.1	Fe-S protein assembly chaperone HscA	100.0	36.2	46.4
MGA_35124	LOCUS_174300	sequence14424:57..698(+)	partial			WP_013528450.1	molybdopterin-dependent oxidoreductase	92.0	20.8	78.6
MGA_35135	LOCUS_174330	sequence14429:179..688(-)	partial			WP_013529825.1	transglutaminase family protein	64.5	9.7	79.8
MGA_35139	LOCUS_174350	sequence14431:67..495(-)	partial			WP_010967142.1	Ldh family oxidoreductase	93.0	39.5	50.8
MGA_35148	LOCUS_174390	sequence14436:<1..683(+)	partial			WP_011963833.1	3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein	100.0	28.4	76.5
MGA_35151	LOCUS_174400	sequence14438:<1..639(+)	partial			WP_010921264.1	S41 family peptidase	92.5	39.2	63.8
MGA_35155	LOCUS_174420	sequence14440:86..562(-)	partial			WP_013531118.1	CbtA family protein	69.6	43.0	67.3
MGA_35156	LOCUS_174430	sequence14440:452..694(+)	partial			WP_011028437.1	hypothetical protein	72.5	33.0	70.7
MGA_35157	LOCUS_174440	sequence14441:80..505(-)	partial			WP_003529316.1	MarR family winged helix-turn-helix transcriptional regulator	68.8	57.1	88.7
MGA_35174	LOCUS_174450	sequence14452:<1..537(+)	partial			WP_003975310.1	adenylosuccinate synthase	99.4	41.5	68.4
MGA_35175	LOCUS_174460	sequence14453:31..>767(-)	partial			WP_013530338.1	LysR substrate-binding domain-containing protein	95.5	69.2	29.2
MGA_35179	LOCUS_174480	sequence14455:273..629(-)	internal_stop_codon	723..725(-),732..734(-)		WP_010920939.1	adenylosuccinate synthase	99.2	27.3	83.8
MGA_35199	LOCUS_174530	sequence14468:154..>767(-)	partial			WP_060727457.1	peptide antibiotic transporter SbmA	100.0	48.1	98.0
MGA_35202	LOCUS_174540	sequence14470:209..>767(-)	partial			WP_011964215.1	efflux RND transporter periplasmic adaptor subunit	100.0	40.4	38.6
MGA_35208	LOCUS_174550	sequence14475:260..766(-)	partial			WP_013533642.1	ornithine carbamoyltransferase	99.4	55.1	82.6
MGA_35222	LOCUS_174580	sequence14485:<1..640(+)	partial			WP_011085289.1	flavin-dependent oxidoreductase	94.8	47.0	43.3
MGA_35225	LOCUS_174590	sequence14486:151..>767(-)	partial			WP_010971671.1	D-alanyl-D-alanine carboxypeptidase family protein	86.3	45.4	82.0
MGA_35233	LOCUS_174610	sequence14491:10..375(-)	partial			WP_010968675.1	polysaccharide biosynthesis/export family protein	88.4	28.0	49.1
MGA_35241	LOCUS_174620	sequence14496:1..447(+)	partial			WP_004186560.1	fluoride efflux transporter CrcB	70.9	82.0	55.2
MGA_35252	LOCUS_174630	sequence14504:35..622(+)	partial			WP_010918029.1	YifB family Mg chelatase-like AAA ATPase	90.8	33.1	75.1
MGA_35267	LOCUS_174660	sequence14513:<1..719(+)	partial			WP_005080450.1	amino acid permease	100.0	48.7	57.3
MGA_35269	LOCUS_174670	sequence14514:194..>766(-)	partial			WP_011976105.1	SDR family oxidoreductase	88.4	56.6	42.9
MGA_35271	LOCUS_174680	sequence14515:354..737(+)	partial			WP_011088693.1	branched-chain amino acid ABC transporter permease	59.1	27.3	51.9
MGA_35313	LOCUS_174740	sequence14540:276..734(-)	partial			WP_013528676.1	PhoX family phosphatase	99.3	22.6	84.1
MGA_35322	LOCUS_174770	sequence14547:228..686(+)	partial			WP_010976133.1	MFS transporter	61.8	21.1	57.4
MGA_35348	LOCUS_174790	sequence14564:203..478(-)	internal_stop_codon	707..709(-)		WP_011964146.1	polyribonucleotide nucleotidyltransferase	94.5	12.1	91.9
MGA_35349	LOCUS_174800	sequence14565:<1..573(+)	partial			WP_005784230.1	ATPase	98.4	66.9	44.9
MGA_35354	LOCUS_174810	sequence14568:282..764(-)	partial			WP_010920568.1	efflux RND transporter periplasmic adaptor subunit	90.0	34.8	43.5
MGA_35358	LOCUS_174830	sequence14571:<1..719(+)	partial			WP_103068426.1	M12 family metallo-peptidase	92.9	26.3	30.1
MGA_35359	LOCUS_174840	sequence14572:<1..757(+)	partial			WP_011963515.1	type IX secretion system outer membrane channel protein PorV	99.2	63.0	67.3
MGA_35366	LOCUS_174860	sequence14578:46..345(+)	partial			WP_010918078.1	zinc-finger domain-containing protein	71.7	78.4	73.2
MGA_35386	LOCUS_174890	sequence14591:<1..660(+)	partial			WP_042510567.1	GAF domain-containing protein	70.3	35.8	51.9
MGA_35411	LOCUS_174900	sequence14609:116..571(-)	internal_stop_codon	116..118(-)		WP_011227779.1	NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta	96.0	31.3	54.5
MGA_35423	LOCUS_174940	sequence14617:<1..578(+)	partial			WP_011036071.1	peptide chain release factor N(5)-glutamine methyltransferase	100.0	67.5	62.8
MGA_35437	LOCUS_174970	sequence14625:49..567(-)	frameshift,internal_stop_codon	625..627(-)	303	WP_173668762.1	ATP-dependent DNA helicase UvrD2	59.3	13.9	67.6
MGA_35460	LOCUS_175010	sequence14639:34..>762(-)	partial			WP_057741414.1	VirD2 family relaxase/mobilization nuclease	97.9	40.9	63.3
MGA_35463	LOCUS_175020	sequence14641:184..>762(-)	partial			WP_164928612.1	substrate-binding domain-containing protein	88.0	51.4	31.0
MGA_35469	LOCUS_175030	sequence14645:112..>762(-)	partial			WP_003809623.1	ATP-dependent zinc metalloprotease FtsH	94.4	31.8	69.6
MGA_35474	LOCUS_175040	sequence14648:194..520(-)	partial			WP_011962892.1	DUF6452 family protein	81.5	53.0	56.2
MGA_35479	LOCUS_175050	sequence14651:3..527(+)	partial			WP_011088678.1	SDR family oxidoreductase	100.0	73.7	71.8
MGA_35484	LOCUS_175070	sequence14653:433..672(-)	partial			WP_011085723.1	glutathione-dependent disulfide-bond oxidoreductase	97.5	26.5	72.7
MGA_35525	LOCUS_175130	sequence14680:61..>761(-)	partial			WP_011037352.1	glucoamylase family protein	99.6	41.3	49.6
MGA_35530	LOCUS_175140	sequence14684:<1..506(+)	partial			WP_013530959.1	UDP-N-acetylmuramate dehydrogenase	100.0	52.0	84.4
MGA_35533	LOCUS_175160	sequence14686:22..657(-)	frameshift,internal_stop_codon	673..675(-)	483,431	WP_011090366.1	PQQ-binding-like beta-propeller repeat protein	99.5	35.8	45.3
MGA_35555	LOCUS_175180	sequence14701:23..610(-)	internal_stop_codon	674..676(-)		WP_003148287.1	sulfite exporter TauE/SafE family protein	95.9	57.3	43.9
MGA_35556	LOCUS_175190	sequence14702:22..375(-)	partial			WP_014327642.1	YegP family protein	35.0	70.7	73.2
MGA_35577	LOCUS_175240	sequence14714:299..760(-)	partial			WP_011083382.1	glutamine amidotransferase	96.1	55.1	42.6
MGA_35588	LOCUS_175260	sequence14721:155..>760(-)	partial			WP_013230152.1	deoxyribodipyrimidine photo-lyase	93.5	41.1	60.6
MGA_35590	LOCUS_175270	sequence14723:<1..675(+)	partial			WP_010919601.1	AMP-binding protein	100.0	43.1	76.8
MGA_35595	LOCUS_175290	sequence14726:112..486(-)	partial			WP_010967626.1	nitrous oxide reductase accessory protein NosL	58.1	43.8	38.3
MGA_35600	LOCUS_175300	sequence14729:276..740(-)	partial			WP_013529581.1	ornithine cyclodeaminase family protein	76.0	36.4	82.9
MGA_35602	LOCUS_175310	sequence14730:232..>759(-)	partial			WP_010970168.1	metallophosphoesterase	94.3	62.7	37.7
MGA_35618	LOCUS_175340	sequence14739:548..757(-)	partial			WP_010921334.1	hypothetical protein	72.5	18.7	42.0
MGA_35621	LOCUS_175350	sequence14741:107..739(-)	internal_stop_codon	107..109(-)		WP_011338833.1	sensor histidine kinase KdpD	99.5	23.6	68.9
MGA_35622	LOCUS_175360	sequence14742:<1..680(+)	partial			WP_012640382.1	UDP-3-O-acyl-N-acetylglucosamine deacetylase	88.4	66.8	48.7
MGA_35632	LOCUS_175380	sequence14748:<1..721(+)	partial			WP_164929912.1	succinyl-diaminopimelate desuccinylase	94.1	62.9	37.0
MGA_35633	LOCUS_175390	sequence14749:<1..607(+)	partial			WP_010971367.1	PleD family two-component system response regulator	98.0	45.8	42.6
